sha, contributor, date, message
c1f6576f07, jean-pierre charras, Mon Mar 4 19:49:32 2013, "Dialog edit module: remove some wxStaticBoxSizer sizers."
0b38664847, Kerusey Karyu, Mon Mar 4 18:37:28 2013, "Polish GUI update (based on BZR3983 source)"
9f3cea6755, jean-pierre charras, Mon Mar 4 17:57:24 2013, "Still fix very minor issues in dialog_edit_module_for_BoardEditor.cpp"
7ff61616dc, jean-pierre charras, Mon Mar 4 17:39:08 2013, "Still fix minor issues in dialog_edit_module_for_BoardEditor.cpp (noticeable only for non English users)"
fa869a9690, Wayne Stambaugh, Mon Mar 4 17:04:53 2013, "Minor Pcbnew dialog spacing and consistency fixes.  (fixes lp:1143465)"
fa73d54456, jean-pierre charras, Mon Mar 4 13:08:35 2013, "Pcbnew: fix strange things in module edit dialogs."
8b3c067370, Kerusey Karyu, Sun Mar 3 09:19:38 2013, "Polish GUI update (based on BZR3981 source)"
02b5b477da, Andrey Fedorushkov, Sat Mar 2 17:32:05 2013, "pcbnew: fix build in linux gcc-4.5.2"
e4f72171f5, jean-pierre charras, Fri Mar 1 20:59:29 2013, "Eeschema: fix broken  mirroring for texts and labels in block mirror X and Y (this fixes Bug #1135505) Pcbnew: add in module popup menu an option to edit the footprint in Modedit (like in Eeschema for components) minor icons enhancements."
35bec26ff3, Wayne Stambaugh, Fri Mar 1 14:32:55 2013, "Update coding policy to remove support for MSVC."
807ac4e3e5, Dick Hollenbeck, Fri Mar 1 05:20:29 2013, "Debug build fix"
43eaba0bb0, Dick Hollenbeck, Thu Feb 28 17:17:24 2013, "parse *.kicad_pcb files with numeric net_names"
9191f28aeb, Dick Hollenbeck, Wed Feb 27 16:54:29 2013, "specctra_export to handle Edge Cuts graphics in modules"
a9fbce5c72, jean-pierre charras, Wed Feb 27 13:46:40 2013, "CMakeLists.txt: use elseif token instead of elif which create strange issues with some cmake versions. Fix minor issues in nsis config files"
3313b34a01, jean-pierre charras, Wed Feb 27 08:19:42 2013, "CMakeLists.txt: use elseif token instead of elif which create issues with some cmake version. Fix minor issues in nsis config files"
7a5386a1a1, jean-pierre charras, Tue Feb 26 12:25:30 2013, "Minor fixes and cleanup"
4343eb5b8d, jean-pierre charras, Sun Feb 24 18:31:18 2013, "Fix Bug #1132416. Minor update in templates."
af433f8031, Baranoviskiy Konstantin, Sat Feb 23 21:08:28 2013, "Remove redundant Eeschema plot submenu on platforms that do not support plot to clipboard."
facde96ec2, Wayne Stambaugh, Sat Feb 23 20:30:43 2013, "Add build option to use footprint library table."
6ddcc5ce6f, jean-pierre charras, Sat Feb 23 09:26:23 2013, "French translation update."
38a606fad9, Kerusey Karyu, Sat Feb 23 08:10:21 2013, "Polish GUI update (based on BZR3970 source)"
80b188281d, Andrey Fedorushkov, Sat Feb 23 07:58:29 2013, "update Russian GUI to bzr3970"
cd664e8b9b, Anton Blanchard, Sat Feb 23 00:29:44 2013, "Fixes segfault in Pcbnew module editor when clicking delete tool where there is no object."
348b7de4ab, Wayne Stambaugh, Fri Feb 22 22:59:53 2013, "Fix Eeschema plot dialog escape key handling bug on some Linux distros."
0e4bb20e3c, Wayne Stambaugh, Fri Feb 22 21:03:00 2013, "Minor dialog and footprint ID class fixes."
74540cb49a, Dick Hollenbeck, Fri Feb 22 14:47:35 2013, "wxID_CANCEL, 5 pixel border around sizers, resizable search combobox, dialog_shim usage on a few dialogs"
1cbb41d10d, jean-pierre charras, Fri Feb 22 09:05:38 2013, "French translation update."
41c5e68e6c, jean-pierre charras, Fri Feb 22 09:04:15 2013, "Pcbnew: Very minor fix in plot dialog."
e37372f45f, Baranovskiy Konstantin, Fri Feb 22 00:45:46 2013, "Eeschema border and title block DXF plot color bug fix."
72e845b2f1, jean-pierre charras, Thu Feb 21 21:53:50 2013, "Pcbnew: plot Dialog: add a popup menu (try mouse right click in plot dialog) to selected/unselect groups of layers to plot. All: For new zoom centering option: use Shift+Ctrl key instead of Alt key to select the new zoom centering, because Alt key has a special function under Windows. 2 very minor other changes."
55526a100a, Baranovskiy Konstantin, Wed Feb 20 21:26:34 2013, "DXF plot layer color bug fix. (fixes lp:1126403)"
ee2ed120bd, jean-pierre charras, Wed Feb 20 12:46:38 2013, "Eeschema: Fix Bug #1130262 (Inverted pins are plotted with erroneous  line width)"
0564cbc70c, Wayne Stambaugh, Tue Feb 19 20:43:48 2013, "Minor dialog spacing, grammar, and sizer fixes."
21df6c7ee3, Kerusey Karyu, Tue Feb 19 18:25:05 2013, "Polish GUI update (based on BZR3960 source)"
93514f1d25, jean-pierre charras, Tue Feb 19 10:32:06 2013, "French translation update."
77945c4eb8, jean-pierre charras, Tue Feb 19 10:21:55 2013, "Pcbnew: Export vrml: fix an issue for 3D shapes having a local offset defined: the local offset was not correctly scaled."
03eeee18a9, Andrey Fedorushkov, Tue Feb 19 04:26:12 2013, "Russian GUI: fix bug report 1129298, update to bzr3958"
8cd77e78f9, Wayne Stambaugh, Mon Feb 18 21:14:53 2013, "Minor dialog spacing, grammar, and UI policy fixes."
13972e0678, Emmeran, Mon Feb 18 16:57:39 2013, "Adds zooming method for zooming relative to the crosshair instead of centering the crosshair after zooming."
e1c2341ca5, Kerusey Karyu, Sun Feb 17 09:57:57 2013, "* Eeschema Polish doc: major updates * Polish GUI update (based on BZR3957 source)"
9177337575, Andrey Fedorushkov, Sun Feb 17 07:49:29 2013, "update Russian GUI to bzr3957"
e6df9921b1, Dick Hollenbeck, Sat Feb 16 02:09:53 2013, "fp lib table work"
f77c10ac96, Dick Hollenbeck, Sat Feb 16 01:13:35 2013, "typos and tooltip"
5a4772dab4, jean-pierre charras, Fri Feb 15 18:23:28 2013, "Eeschema: French+English doc: minor update. Rebuild French pdf file, broken."
6fc2ceefee, Kerusey Karyu, Fri Feb 15 17:39:37 2013, "Polish GUI update (based on BZR3956 source)"
af9ee9f4e7, Jacobo Aragunde Perez, Fri Feb 15 12:53:16 2013, "Plot dxf format: fix issue for some non latin1 chars."
a379e5d67c, Antia Puentes, Thu Feb 14 22:20:56 2013, "Commit patch from Antia Puentes relative to bug Bug #1125047 : PcbNew: Insert a footprint in the board, from the Library Browser, by double clicking on it, with a change to avoid the button release event (from the double click) to be seen by the main window."
34f7cbc6f9, marco., Thu Feb 14 20:57:19 2013, "MacOSX: now autoplace is drawn correctly"
3217bb59a7, marco., Thu Feb 14 20:56:45 2013, "MacOSX: Now Arcs are shown in edit mode"
8289899df8, Wayne Stambaugh, Thu Feb 14 19:39:36 2013, "Add CheckCXXSymbolExists.cmake to fix configure bug using CMake versions prior to 2.8.6. (fixes lp:1124854)"
0a34f97624, jean-pierre charras, Thu Feb 14 18:57:12 2013, "Remove outdated (and/or erroneous) documentation."
49bca46a5c, Dick Hollenbeck, Thu Feb 14 16:31:56 2013, "-fPIC only for non-MINGW.  See http://mingw.5.n7.nabble.com/Option-fPIC-not-supported-td18480.html"
fdc8a1345d, Dick Hollenbeck, Thu Feb 14 15:50:32 2013, "typo"
e4d09b96bc, Dick Hollenbeck, Thu Feb 14 14:12:54 2013, "add -fPIC for all builds, even cross comiling to Windows from Linux, even non Debug and Release builds"
1eb1a7880b, Andrey Fedorushkov, Thu Feb 14 05:51:55 2013, "update Russian GUI to bzr3947"
89f590a1fc, jean-pierre charras, Wed Feb 13 18:19:46 2013, "Pcbnew: Pcad2kicad: remove dead code."
fa0a51411a, Antia Puentes, Wed Feb 13 18:18:23 2013, "Eeschema: force file ext in"Sheet  Save As" command (Bug #1122212 )"
330b8bff30, Wayne Stambaugh, Wed Feb 13 02:01:22 2013, "Fix bug caused by setting default drill size in D_PAD (fixes lp:1123392)."
e1addadb4d, Dick Hollenbeck, Tue Feb 12 18:41:13 2013, "fix compiler warnings on gcc 4.6.3, Debug build"
a2dd23ec30, Kerusey Karyu, Tue Feb 12 08:55:23 2013, "Polish GUI update (based on BZR3943 source)"
6a54a198ca, Emmeran, Tue Feb 12 05:30:28 2013, "converted linux to dos file endings for wxfb files"
95213372fe, Emmeran, Tue Feb 12 05:18:22 2013, "moved changes to dialogs into fbp files"
226b877ab9, Emmeran, Tue Feb 12 04:56:46 2013, "tabs converted to spaces except wxstruct.h"
001afa4960, Wayne Stambaugh, Tue Feb 12 02:07:04 2013, "Pcbnew pad properties dialog assertion and layout fixes."
bf707ce61a, jean-pierre charras, Mon Feb 11 19:53:30 2013, "French doc update. Schematic library file format doc: fix an error in arc description."
e206a1b4c5, jean-pierre charras, Mon Feb 11 19:50:55 2013, "Eeschema: All fixed fields are now always saved in libraries. Therefore the footprint field can be set in lib (size, visibility) and imported in schematic with its predefined attributes, even if the footprint text is not set."
4d465ec8a0, Wayne Stambaugh, Mon Feb 11 01:41:49 2013, "Configuration and compile documentation improvements."
00fafe7d58, jean-pierre charras, Sun Feb 10 19:02:45 2013, "eeschema, libedit l fix a bug in lib_arc.cpp which creates incorrect arc start and arc end parameters after rotation or mirror. the Bug #1121079 is due to this bug, but Bug #1121079 itself cannot be fixed because this is the data inside the lib which is broken."
93a5b4a07f, jean-pierre charras, Sun Feb 10 14:52:01 2013, "Upgrade boost to version 1.53.0 and clipper to 5.03"
42c2399af7, jean-pierre charras, Sat Feb 9 21:03:20 2013, "Pcbnew: Try to find a better workaround for zone fiill bug (crash or bad fil areasl in very rare cases). pcbnew+Eeschema: Fix a very minor bug: filename not displayed in frame reference."
c7875706b0, Andrey Fedorushkov, Sat Feb 9 08:56:00 2013, "update Russian GUI to bzr3937"
3af054c702, Wayne Stambaugh, Thu Feb 7 21:36:35 2013, "Improve Eeschema find dialog behavior."
c116771612, Kerusey Karyu, Thu Feb 7 19:23:36 2013, "Polish GUI update (based on BZR3936 source)"
6582cea862, Wayne Stambaugh, Thu Feb 7 18:56:41 2013, "Improve zone context menu descriptions, fixes lp:1116483"
f2ebfdf34e, jean-pierre charras, Thu Feb 7 18:40:50 2013, "Pcbnew: rework on connection calculation: fix an issue for "composite"  pads (complex pad build by association of  some basic pads): sometimes connections where not seen."
da757938e6, Jacobo Aragunde Perez, Thu Feb 7 18:35:37 2013, "Commit patch for bug 1116059  (Inconsistency between confirmation dialogs)"
a41b40642c, Kerusey Karyu, Wed Feb 6 18:42:00 2013, "Polish GUI update (based on BZR3933 source)"
eed97c549d, Dick Hollenbeck, Wed Feb 6 16:21:37 2013, "plotter output file being left open fix."
d958f92ccc, jean-pierre charras, Wed Feb 6 14:15:40 2013, "Kicad manager: fix a minor issue noticeable on Kubuntu 12.04 (bad size of buttons area)"
410644343d, jean-pierre charras, Wed Feb 6 12:54:51 2013, "Eeschema, Libedit: fixes color artifacts when moving/placing a pin. Very minor other fixes."
6a6e75cf7a, Andrey Fedorushkov, Wed Feb 6 09:52:30 2013, "update Russian GUI to bzr3930"
02bacd668e, jean-pierre charras, Mon Feb 4 09:52:56 2013, "Very minor changes (tooltips update, to synchronize them with the doc update)"
28f9c7afe5, jean-pierre charras, Mon Feb 4 09:45:41 2013, "French translation update. English and French doc update about footprint assignment import from CvCpcb to Eeschema."
7ceb3d11f2, Andreas Beutling, Mon Feb 4 01:53:48 2013, "fix some errors in common_plotHPGL_functions.cpp"
0bdf5bac72, Emmeran, Sat Feb 2 20:10:48 2013, "added option to allow zooming around the crosshair instead of the center; can be enabled via options or by holding alt while using the mousewheel"
619125f9ab, jean-pierre charras, Sat Feb 2 18:39:59 2013, "Changes for CvPcb to eeschema stuff file: the stuff file generation from CvPcb is removed. Eeschema now imports footprints names from the .cmp usual file created by CvPcb or by Pcbnew (Why to use 2 file formats for the same thing?) . Pcbnew: in netlist dialog: The user now can choose between the netlist and the .cmp file to import footprints names. Therfore no need to delete the .cmp file when exists to use only the netlist. This is useful for users who use CvPcb only once to fill footprints fields in schematic, and after edit/modify the footprints fields in schematic outside CvPcb."
46eb320a43, Kerusey Karyu, Sat Feb 2 08:50:58 2013, "Polish GUI update (based on BZR3927 source)"
638decafae, Jacobo Aragunde Perez, Fri Feb 1 08:58:49 2013, "Commit fixes for bugs #1108773 and #1110651 and a bug fix improvement for #1101718 and #1102381."
85562b45e8, Jacobo Aragunde Perez, Wed Jan 30 17:15:45 2013, "Commit patch to fix bug 1108838 (+ fix a very minor fix in eeschema, when loading a new component)"
eacc8b93f0, jean-pierre charras, Sun Jan 27 14:54:43 2013, "Pcbnew: Workaround to fix a crash when filling zone in Pcbnew nanometers (see Bug #1106451 ). Also happens with one of my boards. Could be a bug inside boost::polygon. This is a workaround, because one never knows if this kind of bug is fixed. However it fixes this issue for the 2 boards."
b2daf2e8ea, Andrey Fedorushkov, Sun Jan 27 12:07:33 2013, "update Russian GUI to bzr3924"
8fb8b4335a, jean-pierre charras, Sun Jan 27 11:06:09 2013, "Fix bug in  TestSegmentHit( wxPoint aRefPoint, wxPoint aStart, wxPoint aEnd, int aDist ), when aDist = 0. (fix Bug #1106744 )"
9cf7f04c59, jean-pierre charras, Sat Jan 26 18:54:44 2013, "French translation updated"
78a8be0e8e, jean-pierre charras, Sat Jan 26 18:49:48 2013, "Pcbnew: fix a very old bug in DRC, pad to pad drc tests: sometimes a test between a rectangular pad and an oval pad was skipped. Segment Hit Test: enhanced detection near segment ends (noticeable for instance when clicking on short tracks in Pcbnew. Remove duplicate code about segment hit test. remove unused file."
eb8d5dfd32, Kerusey Karyu, Sat Jan 26 12:11:07 2013, "Polish GUI update (based on BZR3922 source)"
5d5a50dde9, jean-pierre charras, Fri Jan 25 18:29:54 2013, "Eeschema: fix a bug which crashes Eeschema (when a label is being created, and its type is changed  by popup menu, for instance to a text, before it was put on schematic) remove unused file and minor coding style fix"
2bea1c677c, acobo Aragunde Perez, Thu Jan 24 19:46:42 2013, "Eeschema: Add "append schematic" feature. Fix bug 1101718 <Empty plot filename>"
a641ebb344, Jacobo Aragunde Perez, Thu Jan 24 18:46:37 2013, "Eeschema: Add "append schematic" feature. Fix bug 1101718 <Empty plot filename>"
72690e769c, Dick Hollenbeck, Wed Jan 23 17:35:40 2013, "fix intermittent build problem involving out of sequence python invocation"
017fe9c4d4, Dick Hollenbeck, Wed Jan 23 17:13:42 2013, "fix compiler warnings with gcc 4.6.3 on x86_64 linux"
03ffc93786, Jacobo Aragunde Perez, Mon Jan 21 21:16:04 2013, "Eeschema: hotkey enhancement while moving a block or an item."
9ededca9d7, jean-pierre charras, Mon Jan 21 21:02:07 2013, "Gerbview: Fix a minor but annoying issue in gerbview  config: colors setup is broken when running a testing version after an old gerbview version (due to a bug of this old version which breaks the color config)"
2f3c5e7a1e, Jacobo Aragunde Perez, Mon Jan 21 20:58:02 2013, "Eeschema: fix Bug #1102381 <eeschema: -cache.lib file not created the first time you save a schematic>"
273244a196, Dick Hollenbeck, Mon Jan 21 04:27:01 2013, "merge in branch fp-lib-table"
8fd0c322cd, Dick Hollenbeck, Mon Jan 21 04:12:16 2013, "more fp lib table work"
22d6204a7f, Kerusey Karyu, Sun Jan 20 08:26:17 2013, "Polish GUI update (based on BZR3914 source)"
ac64da651d, jean-pierre charras, Sat Jan 19 16:01:17 2013, "Pcbnew: fix a minor bug I created in rev 3912. Still try to find a better fix for Bug #1100876, however I am thinking the bug is not in Kicad: looks like a buggy version of wxWidgets is used, which sends sometimes an unwanted wxCommandEvent event, when an event::Check() is called inside a function called by a  wxUpdateUIEvent event."
7b8c89149b, jean-pierre charras, Sat Jan 19 13:58:54 2013, "Pcbnew: Fix Bug #1097345  <module editor "change body item width (current)" does nothing.>"
81f9f743d3, jean-pierre charras, Sat Jan 19 10:58:25 2013, "Pcbnew: fix bug Bug #1101399 (Custom page size gets reset after restarting pcbnew) (bug also in eeschema) Try to find a better fix for Bug #1100876"
129f93b8d3, jean-pierre charras, Fri Jan 18 15:12:57 2013, "Try to fix Bug #1100876< Modes (track/footprint) not available.> It could be a race condition when setting the tools state on and off in PCB_EDIT_FRAME::OnSelectAutoPlaceMode( wxCommandEvent& aEvent ) on some Linux/wxWidgets versions (does not happen on my computer)"
5aaa55c898, Jacobo Aragunde Perez, Fri Jan 18 11:44:35 2013, "Add patch from Jacobo Aragunde Perez <Log of opened and closed applications in KiCad launcher>"
295b5b5dea, Jacobo Aragunde Perez, Fri Jan 18 11:42:23 2013, "Add patch from Jacobo Aragunde Perez <Log of opened and closed applications in KiCad launcher>"
07273ac439, Dick Hollenbeck, Fri Jan 18 07:13:31 2013, "fix goof-ed preprocessor test"
00d865c173, Dick Hollenbeck, Fri Jan 18 07:04:25 2013, "Enhance DIALOG_SHIM to optionally call SetFocus() after the derived class's constructor has been called, for wx 2.8 and wxGTK"
